meter_id,timestamp,voltage,current,active_power
METER-00017,2026-04-10T10:00:00Z,232.5,43.276,9558.4
METER-00017,2026-04-10T11:00:00Z,226.53,44.539,9584.9
METER-00017,2026-04-10T12:00:00Z,230.21,50.685,11084.6
METER-00017,2026-04-10T13:00:00Z,229.57,52.526,11455.6
METER-00017,2026-04-10T14:00:00Z,224.65,44.533,9504.2
METER-00017,2026-04-10T15:00:00Z,228.13,37.063,8032.3
METER-00017,2026-04-10T16:00:00Z,229.75,43.291,9449.1
METER-00017,2026-04-10T17:00:00Z,228.98,42.819,9314.4
METER-00017,2026-04-10T18:00:00Z,228.85,45.119,9809.0
METER-00017,2026-04-10T19:00:00Z,228.56,1.968,427.4
METER-00017,2026-04-10T20:00:00Z,231.92,12.756,2810.4
METER-00017,2026-04-10T21:00:00Z,230.24,8.53,1865.7
METER-00017,2026-04-10T22:00:00Z,231.87,7.131,1570.8
METER-00017,2026-04-10T23:00:00Z,232.66,8.443,1866.2
METER-00017,2026-04-11T00:00:00Z,229.46,3.382,737.2
METER-00017,2026-04-11T01:00:00Z,229.91,7.912,1728.0
METER-00017,2026-04-11T02:00:00Z,229.65,0.0,0.0
METER-00017,2026-04-11T03:00:00Z,229.76,8.088,1765.3
METER-00017,2026-04-11T04:00:00Z,229.81,9.212,2011.1
METER-00017,2026-04-11T05:00:00Z,231.54,13.407,2949.0
METER-00017,2026-04-11T06:00:00Z,229.85,3.851,840.9
METER-00017,2026-04-11T07:00:00Z,230.78,8.572,1879.2
METER-00017,2026-04-11T08:00:00Z,230.24,7.619,1666.6
METER-00017,2026-04-11T09:00:00Z,227.96,50.218,10875.3
METER-00017,2026-04-11T10:00:00Z,230.65,50.992,11173.3
METER-00017,2026-04-11T11:00:00Z,230.29,30.627,6700.5
METER-00017,2026-04-11T12:00:00Z,231.3,36.669,8057.3
METER-00017,2026-04-11T13:00:00Z,232.53,34.989,7729.3
METER-00017,2026-04-11T14:00:00Z,227.92,36.96,8002.8
METER-00017,2026-04-11T15:00:00Z,229.45,37.711,8220.1
METER-00017,2026-04-11T16:00:00Z,230.16,40.053,8757.4
METER-00017,2026-04-11T17:00:00Z,230.73,41.957,9196.8
METER-00017,2026-04-11T18:00:00Z,232.76,38.222,8451.8
METER-00017,2026-04-11T19:00:00Z,228.93,1.509,328.1
METER-00017,2026-04-11T20:00:00Z,231.59,4.935,1085.7
METER-00017,2026-04-11T21:00:00Z,231.27,4.702,1033.0
METER-00017,2026-04-11T22:00:00Z,227.28,2.474,534.2
METER-00017,2026-04-11T23:00:00Z,227.91,0.0,0.0
METER-00017,2026-04-12T00:00:00Z,229.26,0.643,140.1
METER-00017,2026-04-12T01:00:00Z,227.32,7.723,1667.9
METER-00017,2026-04-12T02:00:00Z,229.2,8.177,1780.5
METER-00017,2026-04-12T03:00:00Z,230.38,5.221,1142.7
METER-00017,2026-04-12T04:00:00Z,231.35,1.993,438.1
METER-00017,2026-04-12T05:00:00Z,230.6,3.911,856.8
METER-00017,2026-04-12T06:00:00Z,231.33,1.389,305.3
METER-00017,2026-04-12T07:00:00Z,233.39,3.495,774.9
METER-00017,2026-04-12T08:00:00Z,230.17,1.037,226.8
METER-00017,2026-04-12T09:00:00Z,229.11,45.56,9916.3
METER-00017,2026-04-12T10:00:00Z,233.69,38.451,8536.6
METER-00017,2026-04-12T11:00:00Z,229.88,29.391,6418.4
METER-00017,2026-04-12T12:00:00Z,231.04,27.452,6025.2
METER-00017,2026-04-12T13:00:00Z,231.4,32.329,7106.9
METER-00017,2026-04-12T14:00:00Z,231.81,6.526,1437.1
METER-00017,2026-04-12T15:00:00Z,227.19,1.969,424.9
METER-00017,2026-04-12T16:00:00Z,228.67,3.321,721.4
METER-00017,2026-04-12T17:00:00Z,232.48,5.419,1196.8
METER-00017,2026-04-12T18:00:00Z,231.08,37.573,8248.3
METER-00017,2026-04-12T19:00:00Z,229.84,10.291,2247.0
METER-00017,2026-04-12T20:00:00Z,229.92,8.004,1748.2
METER-00017,2026-04-12T21:00:00Z,226.55,0.829,178.4
METER-00017,2026-04-12T22:00:00Z,230.58,13.392,2933.7
METER-00017,2026-04-12T23:00:00Z,229.16,1.171,254.9
METER-00017,2026-04-13T00:00:00Z,235.29,0.0,0.0
METER-00017,2026-04-13T01:00:00Z,229.34,6.329,1379.0
METER-00017,2026-04-13T02:00:00Z,230.86,13.475,2955.2
METER-00017,2026-04-13T03:00:00Z,229.94,5.309,1159.7
METER-00017,2026-04-13T04:00:00Z,232.08,0.0,0.0
METER-00017,2026-04-13T05:00:00Z,229.76,4.685,1022.6
METER-00017,2026-04-13T06:00:00Z,231.37,1.243,273.3
METER-00017,2026-04-13T07:00:00Z,235.0,0.269,60.0
METER-00017,2026-04-13T08:00:00Z,226.0,10.069,2161.9
METER-00017,2026-04-13T09:00:00Z,232.7,40.683,8993.6
METER-00017,2026-04-13T10:00:00Z,228.69,33.895,7363.8
METER-00017,2026-04-13T11:00:00Z,232.2,24.756,5461.0
METER-00017,2026-04-13T12:00:00Z,231.8,23.434,5160.4
METER-00017,2026-04-13T13:00:00Z,230.33,25.142,5501.2
METER-00017,2026-04-13T14:00:00Z,230.01,29.733,6497.0
METER-00017,2026-04-13T15:00:00Z,232.65,25.732,5687.2
METER-00017,2026-04-13T16:00:00Z,229.27,28.32,6168.3
METER-00017,2026-04-13T17:00:00Z,232.86,29.193,6458.2
METER-00017,2026-04-13T18:00:00Z,228.47,31.032,6735.2
METER-00017,2026-04-13T19:00:00Z,226.19,2.949,633.7
METER-00017,2026-04-13T20:00:00Z,230.38,2.431,532.0
METER-00017,2026-04-13T21:00:00Z,230.85,8.958,1964.5
METER-00017,2026-04-13T22:00:00Z,230.97,1.36,298.3
METER-00017,2026-04-13T23:00:00Z,232.04,1.284,283.0
METER-00017,2026-04-14T00:00:00Z,230.27,0.0,0.0
METER-00017,2026-04-14T01:00:00Z,228.95,4.139,900.3
METER-00017,2026-04-14T02:00:00Z,232.0,5.091,1122.1
METER-00017,2026-04-14T03:00:00Z,230.71,10.325,2263.0
METER-00017,2026-04-14T04:00:00Z,230.88,7.358,1613.8
METER-00017,2026-04-14T05:00:00Z,229.85,7.301,1594.2
METER-00017,2026-04-14T06:00:00Z,230.55,0.0,0.0
METER-00017,2026-04-14T07:00:00Z,226.05,4.671,1003.1
METER-00017,2026-04-14T08:00:00Z,232.87,3.511,776.7
METER-00017,2026-04-14T09:00:00Z,231.73,21.425,4716.7
METER-00017,2026-04-14T10:00:00Z,229.86,23.03,5029.0
METER-00017,2026-04-14T11:00:00Z,227.65,13.421,2902.6
METER-00017,2026-04-14T12:00:00Z,231.16,21.029,4617.9
METER-00017,2026-04-14T13:00:00Z,227.08,24.508,5287.0
METER-00017,2026-04-14T14:00:00Z,230.83,19.561,4289.6
METER-00017,2026-04-14T15:00:00Z,225.44,20.396,4368.2
METER-00017,2026-04-14T16:00:00Z,231.41,22.359,4915.5
METER-00017,2026-04-14T17:00:00Z,228.22,19.946,4324.3
METER-00017,2026-04-14T18:00:00Z,232.87,23.724,5248.5
METER-00017,2026-04-14T19:00:00Z,229.87,3.126,682.6
METER-00017,2026-04-14T20:00:00Z,226.51,0.844,181.6
METER-00017,2026-04-14T21:00:00Z,227.87,4.607,997.3
METER-00017,2026-04-14T22:00:00Z,233.02,2.783,616.1
METER-00017,2026-04-14T23:00:00Z,231.53,4.996,1098.9
METER-00017,2026-04-15T00:00:00Z,233.32,5.697,1262.7
METER-00017,2026-04-15T01:00:00Z,231.76,6.652,1464.6
METER-00017,2026-04-15T02:00:00Z,230.1,0.0,0.0
METER-00017,2026-04-15T03:00:00Z,231.43,4.262,937.0
METER-00017,2026-04-15T04:00:00Z,228.47,5.112,1109.5
METER-00017,2026-04-15T05:00:00Z,230.69,0.0,0.0
METER-00017,2026-04-15T06:00:00Z,227.17,0.013,2.9
METER-00017,2026-04-15T07:00:00Z,229.84,0.328,71.7
METER-00017,2026-04-15T08:00:00Z,228.71,3.911,849.7
METER-00017,2026-04-15T09:00:00Z,230.28,18.665,4083.2
METER-00017,2026-04-15T10:00:00Z,229.31,15.329,3339.3
METER-00017,2026-04-15T11:00:00Z,229.8,17.407,3800.3
METER-00017,2026-04-15T12:00:00Z,230.63,13.701,3002.0
METER-00017,2026-04-15T13:00:00Z,230.66,15.268,3345.7
METER-00017,2026-04-15T14:00:00Z,227.5,10.958,2368.3
METER-00017,2026-04-15T15:00:00Z,232.8,17.885,3955.5
METER-00017,2026-04-15T16:00:00Z,231.52,19.578,4306.1
METER-00017,2026-04-15T17:00:00Z,228.19,16.615,3601.9
METER-00017,2026-04-15T18:00:00Z,231.57,15.087,3319.1
METER-00017,2026-04-15T19:00:00Z,229.18,2.457,535.0
METER-00017,2026-04-15T20:00:00Z,230.93,4.337,951.5
METER-00017,2026-04-15T21:00:00Z,226.25,1.291,277.5
METER-00017,2026-04-15T22:00:00Z,228.13,8.472,1836.0
METER-00017,2026-04-15T23:00:00Z,230.98,3.613,792.8
METER-00018,2026-04-09T00:00:00Z,230.35,1.4,306.4
METER-00018,2026-04-09T01:00:00Z,231.27,1.833,402.8
METER-00018,2026-04-09T02:00:00Z,227.03,2.648,571.2
METER-00018,2026-04-09T03:00:00Z,227.85,4.861,1052.2
METER-00018,2026-04-09T04:00:00Z,231.06,1.283,281.5
METER-00018,2026-04-09T05:00:00Z,227.55,5.187,1121.3
METER-00018,2026-04-09T06:00:00Z,232.57,1.934,427.2
METER-00018,2026-04-09T07:00:00Z,229.15,14.086,3066.5
METER-00018,2026-04-09T08:00:00Z,229.24,13.908,3028.8
METER-00018,2026-04-09T09:00:00Z,230.79,15.165,3325.1
METER-00018,2026-04-09T10:00:00Z,232.05,1.749,385.6
METER-00018,2026-04-09T11:00:00Z,230.61,3.727,816.5
METER-00018,2026-04-09T12:00:00Z,229.97,2.678,585.2
METER-00018,2026-04-09T13:00:00Z,230.04,0.0,0.0
METER-00018,2026-04-09T14:00:00Z,231.62,3.836,844.0
METER-00018,2026-04-09T15:00:00Z,231.67,0.0,0.0
METER-00018,2026-04-09T16:00:00Z,226.8,2.867,617.8
METER-00018,2026-04-09T17:00:00Z,228.4,1.091,236.7
METER-00018,2026-04-09T18:00:00Z,231.48,17.92,3940.9
METER-00018,2026-04-09T19:00:00Z,232.04,17.366,3828.1
METER-00018,2026-04-09T20:00:00Z,231.89,19.376,4268.4
METER-00018,2026-04-09T21:00:00Z,232.17,17.702,3904.4
METER-00018,2026-04-09T22:00:00Z,230.18,19.86,4342.8
METER-00018,2026-04-09T23:00:00Z,228.67,18.428,4003.1
METER-00018,2026-04-10T00:00:00Z,231.06,1.072,235.4
METER-00018,2026-04-10T01:00:00Z,230.89,2.625,575.9
METER-00018,2026-04-10T02:00:00Z,229.0,2.075,451.4
METER-00018,2026-04-10T03:00:00Z,234.42,1.204,268.0
METER-00018,2026-04-10T04:00:00Z,228.88,1.07,232.7
METER-00018,2026-04-10T05:00:00Z,229.56,2.37,516.9
METER-00018,2026-04-10T06:00:00Z,226.75,2.696,580.8
METER-00018,2026-04-10T07:00:00Z,234.09,16.569,3684.5
METER-00018,2026-04-10T08:00:00Z,231.17,15.732,3454.9
METER-00018,2026-04-10T09:00:00Z,228.27,15.996,3468.8
METER-00018,2026-04-10T10:00:00Z,228.55,4.955,1075.9
METER-00018,2026-04-10T11:00:00Z,227.79,1.325,286.8
METER-00018,2026-04-10T12:00:00Z,229.39,3.064,667.7
METER-00018,2026-04-10T13:00:00Z,234.52,2.306,513.8
METER-00018,2026-04-10T14:00:00Z,224.55,4.254,907.4
METER-00018,2026-04-10T15:00:00Z,232.17,2.133,470.5
METER-00018,2026-04-10T16:00:00Z,228.77,2.034,442.1
METER-00018,2026-04-10T17:00:00Z,227.73,4.148,897.4
METER-00018,2026-04-10T18:00:00Z,226.79,20.179,4347.6
METER-00018,2026-04-10T19:00:00Z,231.73,16.127,3550.3
METER-00018,2026-04-10T20:00:00Z,231.31,21.267,4673.3
METER-00018,2026-04-10T21:00:00Z,231.39,19.768,4345.4
METER-00018,2026-04-10T22:00:00Z,228.82,16.648,3618.9
METER-00018,2026-04-10T23:00:00Z,231.68,24.483,5388.6
METER-00018,2026-04-11T00:00:00Z,232.64,4.239,936.8
METER-00018,2026-04-11T01:00:00Z,226.04,0.948,203.6
METER-00018,2026-04-11T02:00:00Z,231.35,0.729,160.3
METER-00018,2026-04-11T03:00:00Z,229.15,3.402,740.6
METER-00018,2026-04-11T04:00:00Z,230.67,3.551,778.2
METER-00018,2026-04-11T05:00:00Z,229.44,2.412,525.7
METER-00018,2026-04-11T06:00:00Z,225.15,4.582,980.1
METER-00018,2026-04-11T07:00:00Z,226.53,15.672,3372.7
METER-00018,2026-04-11T08:00:00Z,230.79,16.195,3550.8
METER-00018,2026-04-11T09:00:00Z,230.91,18.56,4071.4
METER-00018,2026-04-11T10:00:00Z,230.44,1.791,392.0
METER-00018,2026-04-11T11:00:00Z,231.89,2.283,502.8
METER-00018,2026-04-11T12:00:00Z,227.8,5.466,1183.0
METER-00018,2026-04-11T13:00:00Z,233.11,0.0,0.0
METER-00018,2026-04-11T14:00:00Z,231.87,2.72,599.1
METER-00018,2026-04-11T15:00:00Z,229.79,1.236,269.9
METER-00018,2026-04-11T16:00:00Z,230.74,3.749,821.8
METER-00018,2026-04-11T17:00:00Z,231.7,2.727,600.2
METER-00018,2026-04-11T18:00:00Z,225.78,19.87,4262.0
METER-00018,2026-04-11T19:00:00Z,228.38,21.261,4612.8
METER-00018,2026-04-11T20:00:00Z,227.14,22.122,4773.7
METER-00018,2026-04-11T21:00:00Z,228.33,18.957,4112.1
METER-00018,2026-04-11T22:00:00Z,230.47,21.289,4661.1
METER-00018,2026-04-11T23:00:00Z,229.78,19.526,4262.4
METER-00018,2026-04-12T00:00:00Z,231.68,2.083,458.5
METER-00018,2026-04-12T01:00:00Z,230.3,4.266,933.3
METER-00018,2026-04-12T02:00:00Z,228.3,1.911,414.4
METER-00018,2026-04-12T03:00:00Z,231.17,1.961,430.7
METER-00018,2026-04-12T04:00:00Z,230.12,1.73,378.2
METER-00018,2026-04-12T05:00:00Z,231.57,1.604,352.8
METER-00018,2026-04-12T06:00:00Z,231.7,5.17,1138.1
METER-00018,2026-04-12T07:00:00Z,228.99,17.409,3787.0
METER-00018,2026-04-12T08:00:00Z,229.09,17.119,3725.7
METER-00018,2026-04-12T09:00:00Z,230.43,15.266,3342.0
METER-00018,2026-04-12T10:00:00Z,231.53,4.029,886.2
METER-00018,2026-04-12T11:00:00Z,226.6,1.731,372.7
METER-00018,2026-04-12T12:00:00Z,230.43,2.877,629.8
METER-00018,2026-04-12T13:00:00Z,230.94,4.674,1025.4
METER-00018,2026-04-12T14:00:00Z,227.73,0.0,0.0
METER-00018,2026-04-12T15:00:00Z,231.21,4.502,988.8
METER-00018,2026-04-12T16:00:00Z,227.9,4.859,1052.0
METER-00018,2026-04-12T17:00:00Z,231.45,0.84,184.8
METER-00018,2026-04-12T18:00:00Z,233.29,22.748,5041.5
METER-00018,2026-04-12T19:00:00Z,227.24,21.202,4577.0
METER-00018,2026-04-12T20:00:00Z,229.47,24.057,5244.3
METER-00018,2026-04-12T21:00:00Z,228.95,24.172,5257.4
METER-00018,2026-04-12T22:00:00Z,230.91,21.192,4648.8
METER-00018,2026-04-12T23:00:00Z,228.38,19.124,4149.1
METER-00018,2026-04-13T00:00:00Z,229.53,4.718,1028.8
METER-00018,2026-04-13T01:00:00Z,228.69,2.475,537.7
METER-00018,2026-04-13T02:00:00Z,231.66,0.298,65.6
METER-00018,2026-04-13T03:00:00Z,225.79,3.411,731.8
METER-00018,2026-04-13T04:00:00Z,228.51,1.736,376.9
METER-00018,2026-04-13T05:00:00Z,233.18,3.422,758.0
METER-00018,2026-04-13T06:00:00Z,233.48,2.977,660.3
METER-00018,2026-04-13T07:00:00Z,231.28,16.528,3631.3
METER-00018,2026-04-13T08:00:00Z,228.36,19.074,4138.1
METER-00018,2026-04-13T09:00:00Z,229.01,15.864,3451.3
METER-00018,2026-04-13T10:00:00Z,233.0,1.643,363.7
METER-00018,2026-04-13T11:00:00Z,226.96,1.308,282.1
METER-00018,2026-04-13T12:00:00Z,229.64,1.695,369.8
METER-00018,2026-04-13T13:00:00Z,226.44,2.154,463.4
METER-00018,2026-04-13T14:00:00Z,233.56,0.537,119.2
METER-00018,2026-04-13T15:00:00Z,231.53,0.584,128.4
METER-00018,2026-04-13T16:00:00Z,228.36,3.439,746.2
METER-00018,2026-04-13T17:00:00Z,227.67,0.629,136.1
METER-00018,2026-04-13T18:00:00Z,229.7,19.292,4209.8
METER-00018,2026-04-13T19:00:00Z,232.51,22.522,4974.7
METER-00018,2026-04-13T20:00:00Z,233.53,18.348,4070.6
METER-00018,2026-04-13T21:00:00Z,228.85,20.858,4534.7
METER-00018,2026-04-13T22:00:00Z,227.58,22.106,4779.3
METER-00018,2026-04-13T23:00:00Z,232.78,20.822,4604.8
METER-00018,2026-04-14T00:00:00Z,230.74,2.064,452.5
METER-00018,2026-04-14T01:00:00Z,231.35,1.706,375.0
METER-00018,2026-04-14T02:00:00Z,230.39,2.428,531.3
METER-00018,2026-04-14T03:00:00Z,235.31,0.201,45.0
METER-00018,2026-04-14T04:00:00Z,231.02,2.403,527.5
METER-00018,2026-04-14T05:00:00Z,230.49,3.519,770.5
METER-00018,2026-04-14T06:00:00Z,227.95,0.832,180.2
METER-00018,2026-04-14T07:00:00Z,232.54,20.241,4471.5
METER-00018,2026-04-14T08:00:00Z,230.91,19.898,4365.0
METER-00018,2026-04-14T09:00:00Z,230.53,19.555,4282.6
METER-00018,2026-04-14T10:00:00Z,230.76,3.019,661.8
METER-00018,2026-04-14T11:00:00Z,228.73,1.932,419.7
METER-00018,2026-04-14T12:00:00Z,229.4,3.292,717.4
METER-00018,2026-04-14T13:00:00Z,230.59,2.896,634.5
METER-00018,2026-04-14T14:00:00Z,232.87,1.131,250.2
METER-00018,2026-04-14T15:00:00Z,228.05,3.139,680.1
METER-00018,2026-04-14T16:00:00Z,225.45,4.785,1024.8
METER-00018,2026-04-14T17:00:00Z,229.13,3.697,804.7
METER-00018,2026-04-14T18:00:00Z,227.64,20.115,4350.2
METER-00018,2026-04-14T19:00:00Z,230.77,22.744,4986.1
METER-00018,2026-04-14T20:00:00Z,226.23,22.793,4898.7
METER-00018,2026-04-14T21:00:00Z,229.89,25.719,5616.9
METER-00018,2026-04-14T22:00:00Z,226.99,24.84,5356.4
METER-00018,2026-04-14T23:00:00Z,229.05,22.562,4909.6
METER-00018,2026-04-15T00:00:00Z,227.24,0.0,0.0
METER-00018,2026-04-15T01:00:00Z,228.55,4.018,872.5
METER-00018,2026-04-15T02:00:00Z,227.9,3.714,804.0
METER-00018,2026-04-15T03:00:00Z,230.03,2.229,487.1
METER-00018,2026-04-15T04:00:00Z,230.84,3.581,785.3
METER-00018,2026-04-15T05:00:00Z,233.28,3.366,745.8
METER-00018,2026-04-15T06:00:00Z,227.72,2.831,612.5
METER-00018,2026-04-15T07:00:00Z,229.21,17.87,3891.2
METER-00018,2026-04-15T08:00:00Z,227.33,0.435,93.9
METER-00018,2026-04-15T09:00:00Z,227.18,2.833,611.3
METER-00018,2026-04-15T10:00:00Z,227.6,3.667,793.0
METER-00018,2026-04-15T11:00:00Z,229.78,0.59,128.9
METER-00018,2026-04-15T12:00:00Z,229.64,0.0,0.0
METER-00018,2026-04-15T13:00:00Z,229.68,1.933,421.9
METER-00018,2026-04-15T14:00:00Z,228.75,0.0,0.0
METER-00018,2026-04-15T15:00:00Z,231.19,3.143,690.3
METER-00018,2026-04-15T16:00:00Z,229.52,2.944,641.9
METER-00018,2026-04-15T17:00:00Z,226.21,2.109,453.1
METER-00018,2026-04-15T18:00:00Z,231.49,21.056,4630.5
METER-00018,2026-04-15T19:00:00Z,230.44,22.425,4909.3
METER-00018,2026-04-15T20:00:00Z,231.14,21.294,4675.8
METER-00018,2026-04-15T21:00:00Z,230.99,21.625,4745.4
METER-00018,2026-04-15T22:00:00Z,231.72,21.335,4696.7
METER-00018,2026-04-15T23:00:00Z,231.12,20.584,4519.5
METER-00019,2026-04-09T00:00:00Z,230.3,0.0,0.0
METER-00019,2026-04-09T01:00:00Z,229.19,9.48,2064.1
METER-00019,2026-04-09T02:00:00Z,232.14,6.443,1421.0
METER-00019,2026-04-09T03:00:00Z,231.83,1.87,411.9
METER-00019,2026-04-09T04:00:00Z,229.17,10.792,2349.5
METER-00019,2026-04-09T05:00:00Z,229.73,13.486,2943.2
METER-00019,2026-04-09T06:00:00Z,231.73,6.448,1419.4
METER-00019,2026-04-09T07:00:00Z,230.84,5.532,1213.2
METER-00019,2026-04-09T08:00:00Z,231.1,6.904,1515.8
METER-00019,2026-04-09T09:00:00Z,230.88,47.18,10348.4
METER-00019,2026-04-09T10:00:00Z,231.84,47.57,10477.2
METER-00019,2026-04-09T11:00:00Z,227.5,44.849,9693.1
METER-00019,2026-04-09T12:00:00Z,227.68,50.06,10827.8
METER-00019,2026-04-09T13:00:00Z,231.16,41.927,9207.3
METER-00019,2026-04-09T14:00:00Z,228.63,45.622,9908.7
METER-00019,2026-04-09T15:00:00Z,230.18,39.121,8554.5
METER-00019,2026-04-09T16:00:00Z,231.33,50.379,11071.7
METER-00019,2026-04-09T17:00:00Z,231.01,51.302,11258.5
METER-00019,2026-04-09T18:00:00Z,231.37,54.438,11965.7
METER-00019,2026-04-09T19:00:00Z,230.4,6.708,1468.3
METER-00019,2026-04-09T20:00:00Z,233.01,7.132,1578.7
METER-00019,2026-04-09T21:00:00Z,228.92,6.707,1458.7
METER-00019,2026-04-09T22:00:00Z,227.49,13.178,2848.0
METER-00019,2026-04-09T23:00:00Z,233.72,12.754,2831.7
METER-00019,2026-04-10T00:00:00Z,233.1,11.356,2514.8
METER-00019,2026-04-10T01:00:00Z,228.84,14.017,3047.1
METER-00019,2026-04-10T02:00:00Z,233.93,7.911,1758.0
METER-00019,2026-04-10T03:00:00Z,229.93,2.46,537.4
METER-00019,2026-04-10T04:00:00Z,225.87,7.506,1610.6
METER-00019,2026-04-10T05:00:00Z,230.66,7.55,1654.5
METER-00019,2026-04-10T06:00:00Z,229.74,5.179,1130.2
METER-00019,2026-04-10T07:00:00Z,230.53,11.677,2557.3
METER-00019,2026-04-10T08:00:00Z,229.99,7.042,1538.5
METER-00019,2026-04-10T09:00:00Z,233.35,51.966,11519.7
METER-00019,2026-04-10T10:00:00Z,226.41,51.951,11174.2
METER-00019,2026-04-10T11:00:00Z,229.3,47.886,10431.4
METER-00019,2026-04-10T12:00:00Z,230.14,44.256,9676.0
METER-00019,2026-04-10T13:00:00Z,226.23,46.818,10061.9
METER-00019,2026-04-10T14:00:00Z,237.32,49.19,11090.1
METER-00019,2026-04-10T15:00:00Z,228.45,50.317,10920.4
METER-00019,2026-04-10T16:00:00Z,229.21,47.367,10314.3
METER-00019,2026-04-10T17:00:00Z,230.62,58.834,12889.5
METER-00019,2026-04-10T18:00:00Z,227.05,54.239,11699.4
METER-00019,2026-04-10T19:00:00Z,228.3,5.518,1196.7
METER-00019,2026-04-10T20:00:00Z,227.47,11.044,2386.6
METER-00019,2026-04-10T21:00:00Z,228.89,1.815,394.6
METER-00019,2026-04-10T22:00:00Z,230.06,6.736,1472.2
METER-00019,2026-04-10T23:00:00Z,229.4,9.35,2037.7
METER-00019,2026-04-11T00:00:00Z,233.61,13.928,3090.9
METER-00019,2026-04-11T01:00:00Z,228.97,3.556,773.4
METER-00019,2026-04-11T02:00:00Z,229.39,6.928,1509.7
METER-00019,2026-04-11T03:00:00Z,229.31,5.777,1258.4
METER-00019,2026-04-11T04:00:00Z,225.6,1.571,336.7
METER-00019,2026-04-11T05:00:00Z,232.17,5.278,1164.2
METER-00019,2026-04-11T06:00:00Z,232.96,7.877,1743.4
METER-00019,2026-04-11T07:00:00Z,230.62,10.471,2294.1
METER-00019,2026-04-11T08:00:00Z,229.95,0.93,203.3
METER-00019,2026-04-11T09:00:00Z,228.96,48.169,10477.2
METER-00019,2026-04-11T10:00:00Z,229.35,56.546,12320.1
METER-00019,2026-04-11T11:00:00Z,230.07,40.093,8762.8
METER-00019,2026-04-11T12:00:00Z,227.45,51.891,11212.4
METER-00019,2026-04-11T13:00:00Z,228.25,47.22,10239.1
METER-00019,2026-04-11T14:00:00Z,230.76,46.777,10254.7
METER-00019,2026-04-11T15:00:00Z,230.44,48.157,10542.6
METER-00019,2026-04-11T16:00:00Z,229.31,48.449,10554.3
METER-00019,2026-04-11T17:00:00Z,228.44,54.227,11768.5
METER-00019,2026-04-11T18:00:00Z,231.46,49.895,10971.1
METER-00019,2026-04-11T19:00:00Z,231.52,9.523,2094.5
METER-00019,2026-04-11T20:00:00Z,232.29,8.178,1804.8
METER-00019,2026-04-11T21:00:00Z,232.49,6.493,1434.0
METER-00019,2026-04-11T22:00:00Z,229.85,15.795,3448.8
METER-00019,2026-04-11T23:00:00Z,232.91,6.889,1524.3
METER-00019,2026-04-12T00:00:00Z,231.2,7.262,1594.9
METER-00019,2026-04-12T01:00:00Z,230.27,7.692,1682.6
METER-00019,2026-04-12T02:00:00Z,233.5,6.355,1409.8
METER-00019,2026-04-12T03:00:00Z,232.23,10.465,2308.9
METER-00019,2026-04-12T04:00:00Z,226.42,0.0,0.0
METER-00019,2026-04-12T05:00:00Z,232.6,0.585,129.4
METER-00019,2026-04-12T06:00:00Z,229.08,11.033,2401.0
METER-00019,2026-04-12T07:00:00Z,229.67,7.04,1536.0
METER-00019,2026-04-12T08:00:00Z,233.73,11.07,2457.9
METER-00019,2026-04-12T09:00:00Z,231.79,55.419,12203.3
METER-00019,2026-04-12T10:00:00Z,232.43,48.908,10799.4
METER-00019,2026-04-12T11:00:00Z,229.92,45.221,9877.4
METER-00019,2026-04-12T12:00:00Z,229.39,46.901,10220.6
METER-00019,2026-04-12T13:00:00Z,231.01,43.858,9624.9
METER-00019,2026-04-12T14:00:00Z,226.75,48.635,10476.6
METER-00019,2026-04-12T15:00:00Z,228.03,47.154,10214.9
METER-00019,2026-04-12T16:00:00Z,227.82,52.099,11275.7
METER-00019,2026-04-12T17:00:00Z,229.46,49.005,10682.3
METER-00019,2026-04-12T18:00:00Z,232.22,45.127,9955.6
METER-00019,2026-04-12T19:00:00Z,230.79,0.0,0.0
METER-00019,2026-04-12T20:00:00Z,227.86,18.058,3908.8
METER-00019,2026-04-12T21:00:00Z,230.59,11.956,2619.1
METER-00019,2026-04-12T22:00:00Z,230.9,12.957,2842.3
METER-00019,2026-04-12T23:00:00Z,230.07,4.261,931.4
METER-00019,2026-04-13T00:00:00Z,227.79,4.659,1008.3
METER-00019,2026-04-13T01:00:00Z,231.08,3.522,773.2
METER-00019,2026-04-13T02:00:00Z,228.0,10.838,2347.5
METER-00019,2026-04-13T03:00:00Z,235.24,3.152,704.4
METER-00019,2026-04-13T04:00:00Z,232.96,9.755,2158.9
METER-00019,2026-04-13T05:00:00Z,228.56,10.036,2179.1
METER-00019,2026-04-13T06:00:00Z,233.86,6.001,1333.2
METER-00019,2026-04-13T07:00:00Z,232.95,7.321,1620.1
METER-00019,2026-04-13T08:00:00Z,231.19,0.0,0.0
METER-00019,2026-04-13T09:00:00Z,232.47,50.687,11194.0
METER-00019,2026-04-13T10:00:00Z,228.49,53.595,11633.4
METER-00019,2026-04-13T11:00:00Z,229.9,45.58,9954.8
METER-00019,2026-04-13T12:00:00Z,231.28,51.718,11363.1
METER-00019,2026-04-13T13:00:00Z,226.93,50.187,10819.7
METER-00019,2026-04-13T14:00:00Z,229.78,43.937,9591.1
METER-00019,2026-04-13T15:00:00Z,232.8,48.701,10770.5
METER-00019,2026-04-13T16:00:00Z,226.49,54.629,11754.1
